dataset	id	rel_path	abs_path
VisA	0179	VisA/pcb2/train/good/0179.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0179.JPG
VisA	0156	VisA/pcb3/train/good/0156.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0156.JPG
VisA	099	VisA/chewinggum/train/good/099.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/chewinggum/train/good/099.JPG
VisA	340	VisA/cashew/train/good/340.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/cashew/train/good/340.JPG
VisA	0422	VisA/pcb4/train/good/0422.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0422.JPG
VisA	0346	VisA/pcb3/train/good/0346.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0346.JPG
VisA	0395	VisA/pcb2/train/good/0395.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0395.JPG
VisA	362	VisA/chewinggum/train/good/362.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/chewinggum/train/good/362.JPG
MPDD	009	MPDD/bracket_black/test/good/009.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/good/009.png
VisA	447	VisA/chewinggum/train/good/447.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/chewinggum/train/good/447.JPG
VisA	0348	VisA/macaroni1/train/good/0348.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0348.JPG
VisA	0753	VisA/macaroni2/train/good/0753.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0753.JPG
VisA	543	VisA/capsules/train/good/543.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/543.JPG
MPDD	012	MPDD/bracket_brown/test/bend_and_parts_mismatch/012.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_brown/test/bend_and_parts_mismatch/012.png
VisA	0544	VisA/pcb1/train/good/0544.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0544.JPG
VisA	0161	VisA/macaroni2/train/good/0161.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0161.JPG
VisA	0157	VisA/pcb3/train/good/0157.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0157.JPG
VisA	0057	VisA/pcb2/train/good/0057.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0057.JPG
VisA	373	VisA/pipe_fryum/train/good/373.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/373.JPG
VisA	0522	VisA/pcb2/train/good/0522.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0522.JPG
VisA	0963	VisA/pcb3/train/good/0963.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0963.JPG
VisA	0445	VisA/pcb1/train/good/0445.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0445.JPG
VisA	0240	VisA/pcb2/train/good/0240.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0240.JPG
VisA	066	VisA/pipe_fryum/train/good/066.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/066.JPG
MPDD	023	MPDD/bracket_brown/test/good/023.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_brown/test/good/023.png
VisA	475	VisA/capsules/train/good/475.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/475.JPG
VisA	0692	VisA/candle/train/good/0692.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0692.JPG
VisA	0809	VisA/pcb2/train/good/0809.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0809.JPG
VisA	0861	VisA/pcb3/train/good/0861.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0861.JPG
VisA	0492	VisA/pcb4/train/good/0492.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0492.JPG
VisA	422	VisA/fryum/train/good/422.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/422.JPG
VisA	102	VisA/capsules/train/good/102.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/102.JPG
VisA	0203	VisA/pcb1/train/good/0203.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0203.JPG
VisA	0486	VisA/pcb1/train/good/0486.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0486.JPG
VisA	0195	VisA/pcb4/train/good/0195.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0195.JPG
MPDD	024	MPDD/tubes/test/good/024.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/good/024.png
VisA	302	VisA/pipe_fryum/train/good/302.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/302.JPG
VisA	173	VisA/fryum/train/good/173.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/173.JPG
VisA	0645	VisA/candle/train/good/0645.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0645.JPG
VisA	0387	VisA/macaroni2/train/good/0387.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0387.JPG
VisA	028	VisA/fryum/train/good/028.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/028.JPG
VisA	348	VisA/fryum/train/good/348.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/348.JPG
VisA	0091	VisA/pcb3/train/good/0091.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0091.JPG
VisA	497	VisA/cashew/train/good/497.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/cashew/train/good/497.JPG
VisA	0932	VisA/pcb3/train/good/0932.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0932.JPG
MPDD	011	MPDD/metal_plate/test/scratches/011.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/scratches/011.png
VisA	0681	VisA/pcb2/train/good/0681.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0681.JPG
VisA	0910	VisA/pcb3/train/good/0910.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0910.JPG
VisA	193	VisA/fryum/train/good/193.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/193.JPG
VisA	0538	VisA/pcb1/train/good/0538.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0538.JPG
MPDD	026	MPDD/metal_plate/test/scratches/026.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/scratches/026.png
VisA	0697	VisA/pcb4/train/good/0697.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0697.JPG
MPDD	019	MPDD/metal_plate/test/good/019.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/good/019.png
VisA	033	VisA/pipe_fryum/train/good/033.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/033.JPG
VisA	279	VisA/pipe_fryum/train/good/279.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/279.JPG
MPDD	015	MPDD/metal_plate/test/total_rust/015.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/total_rust/015.png
VisA	397	VisA/fryum/train/good/397.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/397.JPG
VisA	0986	VisA/macaroni1/train/good/0986.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0986.JPG
VisA	0719	VisA/pcb4/train/good/0719.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0719.JPG
VisA	0166	VisA/pcb4/train/good/0166.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0166.JPG
VisA	0984	VisA/candle/train/good/0984.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0984.JPG
VisA	0146	VisA/pcb3/train/good/0146.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0146.JPG
VisA	0878	VisA/pcb2/train/good/0878.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0878.JPG
VisA	0246	VisA/pcb3/train/good/0246.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0246.JPG
VisA	0753	VisA/macaroni1/train/good/0753.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0753.JPG
VisA	0565	VisA/macaroni2/train/good/0565.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0565.JPG
VisA	0158	VisA/pcb4/train/good/0158.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0158.JPG
MPDD	031	MPDD/tubes/test/good/031.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/good/031.png
MPDD	026	MPDD/bracket_white/test/good/026.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_white/test/good/026.png
MPDD	003	MPDD/bracket_black/test/scratches/003.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/scratches/003.png
VisA	0744	VisA/candle/train/good/0744.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0744.JPG
VisA	002	VisA/chewinggum/train/good/002.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/chewinggum/train/good/002.JPG
VisA	0481	VisA/candle/train/good/0481.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0481.JPG
VisA	0630	VisA/pcb1/train/good/0630.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0630.JPG
VisA	0216	VisA/pcb3/train/good/0216.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0216.JPG
VisA	0732	VisA/pcb3/train/good/0732.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0732.JPG
MPDD	014	MPDD/bracket_brown/test/parts_mismatch/014.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_brown/test/parts_mismatch/014.png
MPDD	028	MPDD/metal_plate/test/scratches/028.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/scratches/028.png
VisA	394	VisA/pipe_fryum/train/good/394.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/394.JPG
VisA	0093	VisA/pcb1/train/good/0093.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0093.JPG
VisA	0585	VisA/candle/train/good/0585.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0585.JPG
VisA	0340	VisA/pcb1/train/good/0340.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0340.JPG
VisA	0444	VisA/macaroni2/train/good/0444.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0444.JPG
VisA	0000	VisA/pcb4/train/good/0000.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0000.JPG
VisA	0101	VisA/macaroni2/train/good/0101.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0101.JPG
VisA	0422	VisA/macaroni2/train/good/0422.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0422.JPG
MPDD	004	MPDD/connector/test/parts_mismatch/004.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/connector/test/parts_mismatch/004.png
VisA	274	VisA/chewinggum/train/good/274.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/chewinggum/train/good/274.JPG
VisA	0517	VisA/pcb4/train/good/0517.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0517.JPG
VisA	0065	VisA/candle/train/good/0065.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0065.JPG
VisA	0346	VisA/candle/train/good/0346.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0346.JPG
VisA	0799	VisA/pcb3/train/good/0799.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0799.JPG
VisA	0860	VisA/pcb2/train/good/0860.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0860.JPG
MPDD	006	MPDD/tubes/test/anomalous/006.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/anomalous/006.png
MPDD	012	MPDD/metal_plate/test/total_rust/012.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/total_rust/012.png
VisA	0945	VisA/candle/train/good/0945.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0945.JPG
VisA	455	VisA/capsules/train/good/455.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/455.JPG
VisA	0713	VisA/candle/train/good/0713.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0713.JPG
VisA	0309	VisA/candle/train/good/0309.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0309.JPG
VisA	0354	VisA/pcb1/train/good/0354.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0354.JPG
MPDD	020	MPDD/bracket_brown/test/parts_mismatch/020.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_brown/test/parts_mismatch/020.png
VisA	0543	VisA/pcb2/train/good/0543.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0543.JPG
VisA	0510	VisA/pcb1/train/good/0510.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0510.JPG
VisA	0105	VisA/macaroni2/train/good/0105.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0105.JPG
VisA	0321	VisA/pcb3/train/good/0321.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0321.JPG
VisA	0374	VisA/candle/train/good/0374.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0374.JPG
VisA	0250	VisA/pcb2/train/good/0250.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0250.JPG
VisA	378	VisA/chewinggum/train/good/378.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/chewinggum/train/good/378.JPG
MPDD	000	MPDD/bracket_black/test/good/000.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/good/000.png
MPDD	027	MPDD/metal_plate/test/scratches/027.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/scratches/027.png
VisA	0062	VisA/macaroni2/train/good/0062.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0062.JPG
VisA	0036	VisA/pcb2/train/good/0036.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0036.JPG
VisA	042	VisA/cashew/train/good/042.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/cashew/train/good/042.JPG
MPDD	029	MPDD/metal_plate/test/scratches/029.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/scratches/029.png
VisA	388	VisA/pipe_fryum/train/good/388.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/388.JPG
VisA	095	VisA/cashew/train/good/095.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/cashew/train/good/095.JPG
MPDD	020	MPDD/tubes/test/anomalous/020.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/anomalous/020.png
VisA	0041	VisA/candle/train/good/0041.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0041.JPG
VisA	0819	VisA/pcb4/train/good/0819.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0819.JPG
VisA	0962	VisA/macaroni2/train/good/0962.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0962.JPG
VisA	0527	VisA/pcb4/train/good/0527.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0527.JPG
MPDD	013	MPDD/connector/test/good/013.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/connector/test/good/013.png
VisA	0353	VisA/macaroni1/train/good/0353.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0353.JPG
VisA	321	VisA/capsules/train/good/321.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/321.JPG
VisA	288	VisA/fryum/train/good/288.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/288.JPG
VisA	0959	VisA/pcb1/train/good/0959.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0959.JPG
MPDD	001	MPDD/metal_plate/test/major_rust/001.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/major_rust/001.png
VisA	0609	VisA/pcb1/train/good/0609.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0609.JPG
VisA	0497	VisA/pcb4/train/good/0497.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0497.JPG
VisA	0437	VisA/candle/train/good/0437.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0437.JPG
MPDD	005	MPDD/metal_plate/test/scratches/005.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/scratches/005.png
VisA	0328	VisA/macaroni2/train/good/0328.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0328.JPG
VisA	0491	VisA/pcb4/train/good/0491.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0491.JPG
VisA	0517	VisA/candle/train/good/0517.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0517.JPG
VisA	0346	VisA/pcb4/train/good/0346.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0346.JPG
VisA	0740	VisA/pcb4/train/good/0740.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0740.JPG
VisA	140	VisA/pipe_fryum/train/good/140.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/140.JPG
VisA	189	VisA/capsules/train/good/189.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/189.JPG
MPDD	012	MPDD/bracket_brown/test/parts_mismatch/012.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_brown/test/parts_mismatch/012.png
VisA	0934	VisA/pcb3/train/good/0934.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0934.JPG
VisA	138	VisA/fryum/train/good/138.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/138.JPG
VisA	120	VisA/pipe_fryum/train/good/120.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/120.JPG
VisA	0813	VisA/pcb1/train/good/0813.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0813.JPG
VisA	0975	VisA/macaroni2/train/good/0975.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0975.JPG
VisA	464	VisA/capsules/train/good/464.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/464.JPG
VisA	259	VisA/cashew/train/good/259.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/cashew/train/good/259.JPG
VisA	428	VisA/pipe_fryum/train/good/428.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/428.JPG
VisA	0048	VisA/pcb1/train/good/0048.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0048.JPG
VisA	0850	VisA/macaroni2/train/good/0850.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0850.JPG
VisA	0938	VisA/pcb1/train/good/0938.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0938.JPG
MPDD	020	MPDD/bracket_brown/test/good/020.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_brown/test/good/020.png
MPDD	010	MPDD/bracket_black/test/scratches/010.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/scratches/010.png
VisA	0458	VisA/candle/train/good/0458.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0458.JPG
VisA	0246	VisA/pcb1/train/good/0246.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0246.JPG
MPDD	006	MPDD/connector/test/good/006.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/connector/test/good/006.png
VisA	0542	VisA/macaroni1/train/good/0542.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0542.JPG
MPDD	015	MPDD/bracket_brown/test/parts_mismatch/015.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_brown/test/parts_mismatch/015.png
VisA	0573	VisA/pcb4/train/good/0573.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0573.JPG
VisA	106	VisA/chewinggum/train/good/106.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/chewinggum/train/good/106.JPG
MPDD	005	MPDD/bracket_brown/test/bend_and_parts_mismatch/005.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_brown/test/bend_and_parts_mismatch/005.png
MPDD	001	MPDD/metal_plate/test/total_rust/001.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/total_rust/001.png
MPDD	011	MPDD/bracket_black/test/hole/011.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/hole/011.png
VisA	409	VisA/capsules/train/good/409.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/409.JPG
VisA	0732	VisA/macaroni1/train/good/0732.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0732.JPG
MPDD	032	MPDD/metal_plate/test/scratches/032.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/scratches/032.png
VisA	0943	VisA/pcb1/train/good/0943.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0943.JPG
MPDD	000	MPDD/bracket_black/test/scratches/000.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/scratches/000.png
VisA	452	VisA/pipe_fryum/train/good/452.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/452.JPG
VisA	0840	VisA/macaroni2/train/good/0840.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0840.JPG
VisA	0667	VisA/candle/train/good/0667.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0667.JPG
VisA	0259	VisA/macaroni1/train/good/0259.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0259.JPG
VisA	287	VisA/capsules/train/good/287.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/287.JPG
VisA	0823	VisA/pcb3/train/good/0823.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0823.JPG
VisA	0843	VisA/pcb1/train/good/0843.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0843.JPG
VisA	0478	VisA/pcb4/train/good/0478.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0478.JPG
MPDD	000	MPDD/metal_plate/test/good/000.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/good/000.png
VisA	0082	VisA/macaroni1/train/good/0082.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0082.JPG
VisA	0979	VisA/pcb2/train/good/0979.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0979.JPG
VisA	0918	VisA/pcb1/train/good/0918.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0918.JPG
VisA	0304	VisA/pcb3/train/good/0304.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0304.JPG
VisA	0193	VisA/macaroni2/train/good/0193.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0193.JPG
VisA	368	VisA/capsules/train/good/368.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/368.JPG
VisA	0083	VisA/pcb4/train/good/0083.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0083.JPG
VisA	0076	VisA/pcb2/train/good/0076.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0076.JPG
MPDD	024	MPDD/tubes/test/anomalous/024.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/anomalous/024.png
VisA	0067	VisA/pcb2/train/good/0067.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0067.JPG
VisA	0336	VisA/macaroni2/train/good/0336.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0336.JPG
VisA	0991	VisA/candle/train/good/0991.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0991.JPG
VisA	0359	VisA/pcb3/train/good/0359.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0359.JPG
VisA	0212	VisA/pcb3/train/good/0212.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0212.JPG
VisA	0602	VisA/pcb3/train/good/0602.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0602.JPG
MPDD	016	MPDD/bracket_brown/test/parts_mismatch/016.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_brown/test/parts_mismatch/016.png
VisA	296	VisA/cashew/train/good/296.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/cashew/train/good/296.JPG
VisA	0082	VisA/macaroni2/train/good/0082.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0082.JPG
VisA	0089	VisA/macaroni1/train/good/0089.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0089.JPG
VisA	0434	VisA/macaroni2/train/good/0434.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0434.JPG
MPDD	021	MPDD/bracket_black/test/scratches/021.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/scratches/021.png
